NU_INSCRICAO,NU_NOTA_MT
265cd7befa74a9f2a198fc57baec9858075f8419,417.0545120239258
6f9ac44919bbd204e0ef15185388fd2d4bc61253,496.31241607666016
78de1ee60b55766cc3eba4089e36c57139b66ebd,461.6878356933594
24550edb10f283ef4e953fd6a8fedbfa211bd456,-17.822006225585938
1e61a474acdc043eb39a89c17fab34bd2ea1a940,415.4275588989258
940af68ded6af2875708611051aa7ff3f134d80b,506.68607330322266
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,474.53895568847656
c76ddf6e9f80984e901b12f9462a3cf029bea290,541.0773849487305
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,488.4515609741211
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,114.38834381103516
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,90.10228729248047
92823d467a2ced9529801e0e8a94802dd88f0c17,455.61170196533203
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,570.7607498168945
413cbb38b2e2522f8167ffb9daeac1347b281393,469.46861267089844
68985fad004092956a4b4ce94dd53dc76d07eaf7,477.09107971191406
bdca9aeb19521675af15f2c28d86f6bebc45a834,511.5411911010742
b65b19d42b7a4b644fe9f99366dcb37b120862d9,438.3105697631836
eda898aa8ec465cbac70de72ead0c6d688e5f95a,453.54068756103516
5357b6c09be4c7f3829b72f80de846a9228253cb,-22.230941772460938
8d5c4481d736f6ce27976e400f4245bf10757608,462.9404525756836
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,-9.086540222167969
089613ac7dca24109f84c72a97c83b2768b1df1c,-12.923240661621094
527773409bf373301dbd835e59a263c035c043b8,-12.771461486816406
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,-6.082832336425781
c4cea54435c0fd0e171eed4c215479bb3ca86113,465.36558532714844
7d5cd89c6112b9a202a025a24355135bc60848c6,514.4838027954102
b70ab62384aa80545928a311f5b5d3db2f4d87ee,538.9079666137695
c96431dd924f366d2229a7f1455388b8cd85be49,559.3345642089844
1b72da5bb82cc150ecfe71218c02f155d694230b,-13.764358520507812
e429507efe1c2680cc464481850117d17083cd88,-11.776107788085938
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,433.1790542602539
e724482370ae6126008ade80b564ad8d8a0a7cbd,452.2341766357422
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,547.9612045288086
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,-12.335159301757812
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,502.4949493408203
7f898f8939ae054359f83ee154bb91bc7dd2c959,526.5531463623047
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,450.5497589111328
82e3b12c6366008fabc238f299f117074e78de5d,417.1841583251953
0d838be0e718ceb786cdb10fcc12559e00440240,528.7912979125977
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,450.32027435302734
5a9d89465845ac2d81366275cbb1a81d627efd36,-13.087181091308594
c83fe640ba466ba904ac1055e53a875289888797,470.1500701904297
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,472.74725341796875
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,399.0102310180664
328639a0c753715c30a58bae70c82f2101153eb3,474.7607650756836
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,-3.0623626708984375
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,528.8650665283203
f56746cc2900258507d2b32c126f8db090db856f,463.79547119140625
1a4963b5fea8bb25c67750cdafbe84b01efad177,431.2356185913086
b520c940e62f4ed684417e7eacf00d85752060da,450.81954193115234
2e170cf2651ed448991af6fc5df15167733b2d8f,482.665771484375
6efdd93a0ae289be6bb5a400bfc1deb077d75886,409.47286224365234
72ac2acc787d8cba0934cca3810ac091d792c8db,492.89793395996094
92a25eee14554806f081869cc9dac868fd1860fb,470.0399627685547
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,440.4832992553711
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,505.3169174194336
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,592.2239990234375
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,465.2217330932617
1730807e4916c5f7e8ab21e02ac5657bcea3e732,15.350120544433594
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,468.9442825317383
1a46d99716282410d1170f0f35069b34e34415d4,414.06475830078125
0467e022da4ef897f666bc76f31e1bc8976f7e92,537.1608657836914
993aca0d5eac6741117947c82a3647102096255e,453.6867370605469
94c96ade6ade21deb080bba6aad537fc4f195d47,467.435546875
36bb672077a46a3e4755cef90437a616d28bdf23,458.8541946411133
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,383.9403381347656
328ca19128d276eb4fbc309c54ec7f346c803d2f,686.7341003417969
27cdb62f0a2a5467efeb30aafbf246ed2320c532,371.67539978027344
c52cae37c3653620bbec72264c502f45ca2a8671,-22.230941772460938
f9ef2695eb0986666093945894b8f2fee351bf22,523.0025253295898
2178c497293d0cab01ce74f5105b1a398fb12d8e,-21.09869384765625
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-12.872047424316406
8a021391cdaac100dab56c59284bd50137a74129,535.494010925293
12ee0df69325d97cb95404958c4acf4112aeab8a,11.563919067382812
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,471.9361114501953
66cf0f8b5af2466f9616fd15c0c10344df84982a,87.64225769042969
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,482.09334564208984
60edc5708acd60680891ea15379dd07c7a5924ff,-18.525550842285156
b9f786712775e0d1d735398d710b01f404c985a3,433.45677185058594
564958997e204bda06fbe90afc4722805c78a855,519.3034744262695
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,418.39891052246094
527098f4ee3ceb5c393981930d23b8fe154f4db9,-19.9500732421875
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,473.50122833251953
8296743fdd105ce9183561cf5b359b0a3781465e,449.66077423095703
a3b79e8c739832c77df2ba6bcdb23a7518155a33,13.341056823730469
6602c7f15a1fdd082265b64976448c6809df792d,543.3313140869141
31ae66f0fe024acae4490915c348e487f2367574,501.9706115722656
81901aa980653106e64863d957387d24e2c00af3,429.61775970458984
28e10d1bd0b6effe0edd503446ebda948ad240ad,424.58223724365234
53a7ee52a87f80241e2ca13c923e06b72bf3a059,449.96768951416016
50be5f75fdaedae454b0c3d63b7277854bd08d8f,92.65003204345703
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-16.634178161621094
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,552.348747253418
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-23.656951904296875
02681b5c893b94db204713cb4b20dde6fc3f2f95,509.3503646850586
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,453.98096466064453
829dd51f77f3ae74c2216de2d86139bd0a03367c,8.406974792480469
28c6829e69879bc1d34db1cd51b89562d3cc596b,498.3804931640625
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,472.4040756225586
96715a069fbcb2e84b26a01563921962ccc4601e,-10.373069763183594
923538833160e8432636c88e8119378a43b3d766,449.07166290283203
aacb834258765a2959ee63c57d2be4923d11a696,425.0908432006836
c32e484025571dd94255a77f21de08ab8d2aaba8,476.89891052246094
d425deeec0a3c7006f14d732eff8933d5155067f,461.0040588378906
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,497.4537582397461
716a178e9a6f7791b820da77879943ac9040a547,476.5306701660156
430212cd8767ef2bff8cda0f61729203fef7523e,403.22930908203125
e97d33221238e445688a0e984778d4ecac788be2,512.075065612793
695c9481580951d830c4431fc6c9dee778ba9ca1,41.49851989746094
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,501.5452194213867
0411742cbb54fe1b6927b25f0bb52b885828c828,385.7078399658203
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,418.08971405029297
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.28035736083984375
e4e7a38b58319ad0a5cde4848622b21783c907e9,488.2147979736328
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,548.1230926513672
aec1b63c3f0c9554e533752d8fe138ca82101d4a,409.99920654296875
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,510.46065521240234
4b48d500ba4410546ce01f7f6d44bcbafa73994f,403.27491760253906
edf33c347c866d26872f540bcc1f6ae415f3294c,463.1619338989258
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,571.8286361694336
3a265ea6ebdc4eb2520db912adf5592f03b3d634,439.6488342285156
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-9.680862426757812
0ade5488fd62db34c11a369bdbb4327faacc1635,-7.2752838134765625
e418fbb77e6ff4103205f3b7f6a66d53183d809b,447.5948257446289
8ddbfe70cd41135cb6f125335a48d100789edbf7,419.3301544189453
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-1.5349884033203125
1d3e406d0223d4cb0328850d689ba9fcadf62776,454.0724334716797
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-21.5963134765625
ecaf075653faf2dcdf946c0ce50629f5083347c0,395.2923812866211
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,487.6195831298828
d43894c5e83bb3a7e5000636295b0b050de19309,-9.832763671875
5b7877d12550dd35d27a02b66a13f2a27bce11ca,435.4958724975586
18f800ec03e33ebad5fb97aa8465dd3e5961337e,407.92681884765625
bb39cc6296f2c9da3963994899c5c34b50965720,-4.098640441894531
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-17.822006225585938
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,460.6507034301758
e887be276bf553575b20ed1a0de8833d9cb7e247,19.00299835205078
cc8794762ffa592758b5117d67e0d02e2e8b9c49,530.5678634643555
894d277c608610fa8c31db531f64582b9569b2e9,410.6449279785156
b2e029961aa0f20071b74708e0d97e6f200ec582,464.9982376098633
12c7d85e168b09a0278df140a22bcb0052a59b0a,418.36309814453125
64c4892488a9c6281bdabf467a0b5a6382d248e6,458.4160385131836
944e790f6e64eccf6df361247858165f17dd7abb,25.76409912109375
ac112e94587e6e4249b7182329ee5a5040ae94ea,523.3089981079102
a58cf11e498228f9aaca92b0c49f955a6163fb59,447.523193359375
e8c84701c041b7f3b39f3125a0449fa633589fbe,496.22640228271484
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,555.3360443115234
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-12.0208740234375
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,443.12857818603516
e64ad901853230e396be49311ea98121c348fac6,485.9725646972656
8532af19be3729ea233c1f29e4c015820fc7fb3a,482.00743103027344
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,459.3666534423828
26853fd075fe27954772c3070997635b94f32b83,447.7113265991211
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,559.3164901733398
574ec310dee846f9ae8eb278480257d463f6fbcc,498.1595687866211
ebb32b8df4ff9b202ba904f310724ce230cb4305,-11.012992858886719
8a46e35787225c3e7adef2b998ad9c93a952106b,508.0133743286133
b62bf908b504e8c6898777a7f5b88afed358caea,400.40819549560547
10d22971ca4f53fc62d02905809ff1c37fbb68fc,615.642707824707
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,403.80419921875
cad47b624b484cb16291449cee30707a46c20199,-3.5640640258789062
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,535.1085662841797
bb6c0df09cb6663f142ce6da382b804353453af2,1.467742919921875
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,477.3768081665039
7bd0affe1bdd3681a0faecd80a3d48c023b986de,10.998870849609375
d76614020539405f481c0f5ffb9e6f88a0bf21b7,415.02123260498047
5ce2df96a99343819ead41bf242044177439696d,-16.666282653808594
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-2.9421310424804688
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-22.230941772460938
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,486.67288970947266
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,470.24462127685547
176b027cd932b17fcb6f119cfcef338a175062b8,413.30765533447266
41474f2dda61d97f38ba79906d3dbcce223d1bd1,481.72586822509766
421eb738f9e2ea73e5f4227c915762d6421102ac,7.679344177246094
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,447.2789764404297
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,67.84363555908203
134d96275e3893946c3a0e1d59f86b336fe64f6e,-7.926910400390625
d4e97da32ccb6987ec074aa48c24ce949c05a78c,429.1088180541992
fa556e489987a0588e9a8edb5327e2bde1679670,-11.599319458007812
95c1d266a2524560761df98b376c17604733a6ad,514.5848236083984
c11c4303d2632cde64105a35554ecb77a8564260,454.56629180908203
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,488.89906311035156
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,539.314208984375
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,446.60140228271484
580c34923cbde328e0aef1641dd02033fc862c04,486.8519515991211
156e1fb82056b0f6953c443446eb4dcceed7c03b,-4.3599853515625
29d8bf198da9caa59047268faca60207da24d1b7,499.41790771484375
1b3f80a1cd9fff0408e96169fcaf006936b34fed,477.68528747558594
b5932043b62e0c58e16e2cc2c9d5489390e5c895,457.9822692871094
99092cc60948943c59d68d62ed81a75a03059113,466.50733947753906
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,43.42494201660156
dd69fca6f17420dc911016a79e70583ca7ea330d,396.2804641723633
d387995af060965fb9d18973f3dbf4904f071066,390.3191223144531
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,483.5746078491211
543674772357cf9d8a7a8e7dfb89384af80ec30e,491.7390594482422
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,426.94581604003906
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-3.8069610595703125
0736d379ea0962e316ce84cce8e883321be36abb,447.32897186279297
98cc842c547c69a0d27776e272fd8b61131b0b37,420.25189208984375
890b7696fa85ca2b3e90b3951efec2135e88d5cf,482.25426483154297
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,612.0004959106445
d84b48f7dc7a6e387e6e985525143589754c5b13,409.642333984375
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,486.73694610595703
dc4fe9d4124d9278f58f6f999711116a3fe58be7,471.1609573364258
f6624d763619c0898b34dc02adf06f53a1721cd0,390.6725769042969
60b1c12559860e7ad966da4c4db5c78e17278fc0,475.6600112915039
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-4.1492462158203125
4f365503582b97ea96462d0d36895a5e7f5926df,437.84645080566406
c80869804effb21d50cc8fff3f4c27ba5521240c,434.0045852661133
d0f351638d60e84b890a498d69c9a7961cdcdf36,481.8561248779297
48e8ec135997ff3676648d5c144c3c7150a7bbb1,404.3307647705078
45484014aefd10ea3e4b08fb93e66c251709cca6,460.7088317871094
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,443.65758514404297
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,429.90894317626953
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,559.3204040527344
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,383.36509704589844
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,617.1689682006836
c83c66733c5bd90a59996e473bb69e44f6522976,401.98641204833984
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-9.336227416992188
4c373daf5547a6292c4905696c148ec83f95f083,54.923797607421875
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-2.31060791015625
87f89c855f377c5b100ad2986cc6569e31d94a98,507.59041595458984
d0d8601aab147c191ae37365a930c1ed3eb0414b,-4.3599853515625
9a25537903e8e7eab1dfb357903d241e24e86fb8,-19.459823608398438
eaecf3dd32668664e1dcc2d6c7a69042824806a6,469.1007537841797
d19fa85793fcb8ae3126d10592c9c57d3b32971f,3.8510513305664062
c59b370d3aa06b68878c836bceac844953d74972,509.16922760009766
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-20.656394958496094
b2128312e70fdb830091aecb6b27d82617e2e226,408.7210693359375
8257941af168c0cc15f28bd596fd922352dae732,427.09374237060547
854ce153823802674f35bbe1ec010b12e9b3a56f,436.6770477294922
27f1db4e266b154f6f7fbef9c225fab472652a7b,407.5872344970703
11b90bed4a05d11169f308370faf81d6e9ca2c4f,416.3915786743164
5c55b7aeae6cb75ec715b4629812175239e45c15,-20.159317016601562
1391c7de937e0fea2ad23ebb111e513bf2aca2af,12.819091796875
e9488c35627294cd8f5a809c0667aef7a3f0d465,-19.044151306152344
39c22d725a24b290af887b25175ae0a8d560db4b,-19.621490478515625
e001e1d73163c327a4d800697b1b36cd6921f60d,446.7840042114258
b83424ca8973e4b2eebf6eb9e26e842999432d22,424.59141540527344
202da3f471204ad489ebf0c3856437337534112d,-22.009262084960938
912d751c54b46c860c5ba61666fc6fc59ca2689d,381.9244689941406
8376d681a277c58f06ab633a06eaa66391126246,-8.021163940429688
e114f7b197069bde8e158a0dbeaa022dd0c4e280,437.29056549072266
fa84edf183bd459ea9394d77bdc191683a75ff66,567.8539352416992
76190ff09a736ff83169394b770699b2709c5a27,487.23099517822266
515db15df8581ae72bb8e8358833016adee74e02,453.2699966430664
e2a05053c19e6fba60d0e582e6c7f371728a7106,427.1805953979492
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-6.335182189941406
2378556841bc8d5746f2b94d6adefc2db20f9518,567.8557510375977
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-5.056175231933594
796d558152d241567f8a72b535a5e36fe78886f3,454.2030258178711
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,491.0296859741211
3c748fc7a94edb7ac1484373751ffa8574a3281d,407.9869689941406
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,411.3456573486328
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,4.90289306640625
10a1e8808e744c619376bff659f859cd71e8c41d,435.4699020385742
fc959dafc37dde3f173f083486d84ce5c817443f,442.1293411254883
6979d91c0a1903a336c640e14eed100821a0e24d,464.8037872314453
d4e37c4c1235ce014392f6c8ba0436f195b9e459,533.4804534912109
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,40.851585388183594
565a955a60c6073157aa869c0351c626a7171ef3,543.4154205322266
5697c01ee87a008056ebc0993a1028b41a26d251,-7.3941497802734375
99be797e423b5ae08fe342ea772738f71975df47,608.7084503173828
b579ea83f2d6c15b2c717d16a89827d65f39904b,483.09864807128906
e9373b5c22567bec508f2fa2580e4dc3ff687caa,630.2347030639648
a465af361b68bd536dd8bf61d522b9b21755ab60,475.0982971191406
c8feec2a94d996d03534ce935dec7a034667f107,646.104736328125
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,442.88622283935547
f4f7888cfe88b7a3b0f3d94749921976353ae82c,438.3556594848633
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,439.88536071777344
2e466f15ac7b80870736fac2d0cf4bd7f362e852,454.4662399291992
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-3.6959304809570312
fc83a5c665f70f39b4c7d326118cbf21a898e660,597.9102020263672
c26fbd904781a4f6c37a8f8969778f687c6c1424,-7.551414489746094
ced4913c2220be57c54bc9f87bb4f441d5976671,483.0083694458008
880ade460a231d722e8bb0e4d17f3c8f77663d37,425.8943634033203
7c869f5b89ddf3130c87011b6508ee59e32682c5,407.38995361328125
9027f65d4e576928ca59690c280050c53d66506a,656.683349609375
09eb415bcb9842d207139c8bddf32427a134d51e,565.0911865234375
f8224c83e27f4921df62876f7ff660b1dab3d974,466.1222610473633
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-16.595672607421875
dfec3182aec0997207e0845b072498065ec89aac,623.3966751098633
d653549f6d0ba70e2113b2cc56e9a83e331d2462,527.3153839111328
e95674df974af80342f676ca9e3540aecec2b8dc,491.90836334228516
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,483.78133392333984
2b7b15015ab18dc51893827c7e3f01d931a70410,-19.7205810546875
22d86e8b43a9412df86ec15ac231b9919e3ec905,455.50587463378906
1c61035799f6afe7f44c1fb68567d7a8945c3943,628.6769027709961
d5ed4b8732b0d7127a64f7e71137d321c56cc198,427.2581558227539
63edbbe59337f861a710bee4fe8a691d231f23da,454.7213134765625
f62bf9257782d839d38f84376b79611ed0de655d,-4.536369323730469
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-3.0293502807617188
21b8ef230efbfca6b5f15b36a3243d76ed390967,478.3282775878906
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,439.1165771484375
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-7.610771179199219
3de3c134579726fe4606b7a05f82ce19f00adb09,619.5396728515625
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,435.6700668334961
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,408.9918212890625
520c60d32fd2af8be76abd332859b36d8ae45900,440.658203125
6cb6e2310b52c2898e500f81bea938446592568b,428.32957458496094
0193b535914e1c5a445bede11a408bf1709cd3cb,468.48538970947266
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,504.7322082519531
c512a461034cd90a9c5f1a32332b748041cfeba3,-6.9548492431640625
6f77bbe0fc418131d06d15f50b30073eae680dbb,-2.6019363403320312
9b378e3937af8e97d4753cdf0c8917306354aaaf,473.9566955566406
1c92f54a5fe563622a0e23cf116461a7e147efd8,507.73181915283203
90facc45f7578775e3278aa0bd4fb59dad4d37c1,430.46910095214844
563bd02a1204c85e79026a020ba5af29bce95c12,94.64046478271484
c8062c4cc7e023996bd37b87295f5a2957ddb172,464.88419342041016
ea7cc5987f9cc7f756d501961f64fa5769013823,-20.920875549316406
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,580.1771621704102
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,458.7013168334961
1b61f7e184c7040ae4cea725153965e1f7f75308,466.78143310546875
aea68e00d370c2a0cfd02bf868824dec427bf23a,-14.190559387207031
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,12.29718017578125
95a9c65324583892b2d1a0c1c5163488f92d4a6d,417.9923324584961
5b7e7632cf766876026d0da6aa7c6df77bc13438,433.87645721435547
a3be14b06b7aef01331da18e7a1678222b563151,-18.708412170410156
92b8965cf3fb76d11e5061f26e577c23d212b9c5,20.80750274658203
96fd0462597b8cf21b1e918c1947106cd8359e5d,487.8252716064453
5c1cef937c40bf8c30c119160bedde7ef679454e,576.8266983032227
27dce80bee1eadbcd82bc7d09adb063e116870f6,-16.113601684570312
271a7e5b703fc3f29f6669415048a760e6355c5b,-10.406089782714844
e39fbeab552a4b6492346d821d095c3a0d691555,434.33853912353516
93694c58636eabfe86550e734efb3775ba4d739f,477.8574905395508
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,655.2946243286133
6c05e70130682975c1485a862b6e08b895650671,418.8424987792969
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,418.4272766113281
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,381.3269348144531
283df09083d3c7bec2590f22355c7ba32ec88623,503.3891143798828
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-17.388198852539062
ff362d0a648559b9146fb97ee248eb423c3d6a50,-17.966827392578125
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-2.7448577880859375
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,566.1364364624023
23131f453efc29c2af9553d307692c60a3add1ae,515.6257629394531
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,458.36637115478516
941646a7d24ee2837d7de90ff0a736bb8f61d68c,402.7066192626953
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-14.695343017578125
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,474.388427734375
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,454.54888916015625
72882a9cffe151d94be90e02ce3967a91b628099,484.9122009277344
cf62916c9829bd3ad05104151eee856d6de7ca1c,545.1026229858398
6b8f4241357e65c0491cc0ef96396f811574134c,463.4814910888672
298806ed4313157d412e860ac3ea8833d6ca6970,-15.353385925292969
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,413.92484283447266
4485f973590cff61be5ec78cb3032d5fdf25b809,-22.009262084960938
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,443.34580993652344
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-8.763404846191406
8288badec4740382dbf7c33e4095cd4db0021bf7,412.40357971191406
5e139289eb167622f915eea3d1d6e49d15d1c873,534.7613754272461
fc050b2c8fa3446890fe1418332352177dd34506,462.9027557373047
8f309746992f374b4c2ea88f171233a9469ba649,489.8776397705078
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,480.0575180053711
